id,name,range,rating
0clHX7YnFCB2prSGUKIXOs,Badi Sabah Olmadan,medium_term,7.454545454545455
1rHlc3clkZmCryFhGoRRXB,The Community Of Hope,medium_term,7.393939393939394
2MC5MLUdhrVUWGHUFHvaLF,Wollt ihr das Bett in Flammen sehen,medium_term,7.333333333333333
0BuiYLxZ8w3abLHgcIVXjJ,The Voice Is Calling Us,medium_term,7.2727272727272725
3gIBSlXYIN1mru35l4LWPB,Still Crazy After All These Years,medium_term,7.151515151515151
032flQPlMVQiDQ2mM8PJT2,Automaton,medium_term,7.090909090909091
3h8x8UE8mgOCkorEsAMRFR,Get Innocuous! - Soulwax Remix,medium_term,7.03030303030303
0UKz1qLNjzU1tOJ8Gympzq,(The Death of Ruby),medium_term,6.96969696969697
6wOmGciNCGwEO1C79Yvlml,Sonatina,medium_term,6.909090909090909
5Vsx7c7vcVmQLu2Acg6AUP,Skyscraper,medium_term,6.787878787878788
7cfH4PBHP8bNKpfmIrXgLD,"The Original Theme from ""Blade"" - 2016 Remaster",medium_term,6.7272727272727275
5QO3UJc1gF1ummP75n2b3R,Goca Dünya,medium_term,6.666666666666666
0fsRZR40GASck3rxMJerWT,Surface Pan,medium_term,6.6060606060606055
0mQpx1PTcA2v4CqYlWPhFj,Estranged From Itself,medium_term,6.545454545454545
0yevg3L0wpe3cJTWrMkTRX,Doves Dance,medium_term,6.484848484848484
2Rr22UFL2JTTTflT2iD14Z,Edo,medium_term,6.424242424242424
7wXJyWtRktzx7shORVNX5B,Strange Overtones,medium_term,6.363636363636363
0IuE6FnXPCdZ8NLuuvJRhb,On Track,medium_term,6.242424242424242
5hZhO6GpnkWQs9ZlI3bQQ2,Death In The Family,medium_term,6.181818181818182
02qdK5VnAz2LkREkpbxekf,This Is Not,medium_term,6.121212121212121
2Y0iGXY6m6immVb2ktbseM,Little Dark Age,medium_term,6.0606060606060606
5vZ4IeUenK2cHub2d7yfWk,Radio,medium_term,5.9393939393939394
1Sde10QOuzSGWRWdnZ5ONc,The Fear (2003),medium_term,5.878787878787879
2lWufuX8T9rr8zSQj9m9Ft,Thunder & Lightning,medium_term,5.818181818181818
4TOMI010Sd4ZAX4aZ5TS85,Perfect Day,medium_term,5.757575757575758
5Jux7nevG4VaJNfI6jKoka,Matador,medium_term,5.696969696969697
6Qb7gtV6Q4MnUjSbkFcopl,50 Ways to Leave Your Lover,medium_term,5.636363636363637
6SmXMbewOprbmUEWNxXH61,There Is No Need To Fear The End,medium_term,5.575757575757576
4uNHhyYgUJT6e4s5zpNypt,Estranged From Itself,medium_term,5.454545454545455
1UYj8qTWjneZJDVjUMwMub,The Moment,medium_term,5.3939393939393945
2KBHg10JyF2MMjg3l0CFoY,It's Only A Band,medium_term,5.333333333333333
3I7OmVsk4Hm5LBbs2GmhlD,Reality In Motion,medium_term,5.2727272727272725
4Qzwf6gvIwVEq1z3nLgaTy,The Dawns Here Are Quiet,medium_term,5.212121212121212
4j4DlIxdxYM6dADdVkn1QP,Too Much Money,medium_term,5.090909090909091
51PL1ACfxtpfHtkm7XprSc,It's Only Money,medium_term,4.96969696969697
7qU7vhCPKhkDiJYGoboISc,Apocalypse Dreams,medium_term,4.848484848484849
5sd11hcjO90FHHxYVNkQFY,California 1986,medium_term,4.787878787878787
4XitfDhOTxlO0OEJuquNUa,Rakıya Su Katamam,medium_term,4.727272727272727
0DiWol3AO6WpXZgp0goxAV,One More Time,medium_term,4.666666666666666
1zlUQHKfgo8gMFvegX4S6s,At Sea,medium_term,4.6060606060606055
3ZmQ6V3YR9aWnFFe1wJeHa,Outer Space,medium_term,4.545454545454545
3zsRUTrHvbJB8kU5KUBYgV,Eliasong,medium_term,4.484848484848484
4M79cLY4GkP14mwuytdzHj,Dern Kala - Live at RBC Echo Beach,medium_term,4.424242424242424
5uDdyVU0jDST7xmuOqpnC3,Retina Show - Unreleased Demo,medium_term,4.363636363636363
7EUEl5wJb8VI777UAUvRnH,Brain Damage - 2011 Remastered Version,medium_term,4.303030303030303
1usvtV2D0EBPb7Rk1l0PwQ,The Smoke,medium_term,4.242424242424242
76xj15f8LzACqP5f1bs9SG,Hode,medium_term,4.121212121212121
1drLQNS9D5z9lBP4DbtO2R,Saturday Sun,medium_term,4.0606060606060606
1usL7pG5XVHub0QIoJ1Lrt,Last of the Loving,medium_term,4.0
2TBRfDnfwsOIaGxkkXFBN2,Metal Militia - Remastered,medium_term,3.9393939393939394
3EEzQDCP8jRl2pEt9eDKMO,I Follow You,medium_term,3.878787878787879
3boC2M1D82RuRJhUOkSHtg,Answering Machine,medium_term,3.757575757575758
3qOVqTjkuX5F0iJNdeyOyR,"O Welt, sieh' hier dein Leben, BWV 395",medium_term,3.6969696969696972
3zMvotMEQK3xvH01vA9wAP,Too Long,medium_term,3.5757575757575752
5L1GLFsOTrC9mDjvk4TzeM,Deadcruiser,medium_term,3.5151515151515147
5P54gaORO9yFiQ6PO28v6T,Düsseldorf,medium_term,3.454545454545454
5lcqXXSHHdEsugnaAYWOtC,Yüce Dağ Başında,medium_term,3.3939393939393936
6bnmRsdxYacqLSlS36EJT6,Rich Woman,medium_term,3.333333333333333
78F8VyxSsuZZwVFHrkKMMl,One Time Villain,medium_term,3.2727272727272725
7kzZwlkzIjVTgH9gbzsqe4,Night Game,medium_term,3.212121212121212
0RAXoT7hwOoqAXI95ryxT5,RYDEEN,medium_term,3.1515151515151514
3GO6bT0b1sdInk1KPCK64d,Cómo Me Quieres,medium_term,3.090909090909091
3k4qL0KJ2AJu6uJQIEJFwG,My Sight Now Blurs,medium_term,3.0303030303030303
6e2lpz6DZ2T8Sofc3Myntn,Electrocution,medium_term,2.9696969696969697
39RKlCfLoqb8o2aXfpVfjW,Mein Teil,medium_term,2.909090909090909
08tMAd1ZawFgKaOZRJ3SHq,Andiamo,medium_term,2.787878787878788
0HQutwU8PQkE83Uy0ZA0Qc,The Foundation (feat. Cola Boyy),medium_term,2.7272727272727275
0YkXS08XWec5QzrGaxgnrr,Highway,medium_term,2.666666666666666
15f16lrsDzFeNpHYBTzHLI,Sex,medium_term,2.6060606060606055
1IAt7Kf1VVikc2VspMTKrl,Doktor Civanım,medium_term,2.545454545454545
1IbmFWmIEZJVefbwox883w,"Sonata in E-Flat, BWV 1031: Siciliana",medium_term,2.4848484848484844
1RcKa3TDe9zGeb33BwqYGU,Lady and Man,medium_term,2.424242424242424
1TyFCZXBjkGWdwkGI077eK,Middle Ages,medium_term,2.3636363636363633
1v0ufp7FLTFcykUGOmFZKa,Daffodils (feat. Kevin Parker),medium_term,2.3030303030303028
39REtYE2JZXm9Bmo8JJrrV,I Do It for Your Love,medium_term,2.1818181818181817
3d3k8g4GTVx9EFIFlOZOEX,Zeig dich,medium_term,2.121212121212121
3lApcJC16V67JIJE7CCfth,Too Many People - 2012 Remaster,medium_term,2.0606060606060606
3obrfotpr4kLCKiOu2GZ4Q,My Little Town,medium_term,2.0
2E638Wy85ULliAXTQEFET0,The Border,long_term,10.0
6ZHaA7gE78xjsJ9MZCBw8x,Awake,long_term,9.93939393939394
0uoHVRsDwVHtzYLMvRkxtC,Automatic,long_term,9.878787878787879
2Ghp894n1laIf2w98VeAOJ,How Do I Make You Love Me?,long_term,9.818181818181818
6kWzCCAghrDeVFZSKgYVGL,"Mass in B Minor, BWV 232: Kyrie: Kyrie eleison (Chorus)",long_term,9.757575757575758
5gOGfvrnGJAMqwUW7aX47z,Ti I Ya (feat. Kate NV),long_term,9.696969696969697
4iO9BCxZMLW1rkwUd4ui99,The Foundation,long_term,9.636363636363637
3kK4TTZX9HHjwVPEtaTjmP,Wake Me Up - Gaspard Augé and Victor Le Masne Remix,long_term,9.575757575757576
1nH2PkJL1XoUq8oE6tBZoU,Sacrifice,long_term,9.515151515151516
0yUvqiD4ghjvfj3HVTZvlI,"Wenn wir in höchsten Nöten sein, BWV 641",long_term,9.454545454545455
5oY6OqGZYMENBeP3qNVsZI,To The Island - Tame Impala Remix,long_term,9.393939393939394
52D1GHTg22Gu3zmhbKyGyV,Back To Your Heart,long_term,9.333333333333334
1KjLbuPsJmYdZJt0CsyVAg,405 - Metronomy x Biig Piig,long_term,9.272727272727273
3KT55R6l6uDCsMxPlm1SVo,Good Day Today,long_term,9.212121212121213
6cUhqXy7tB1nVbc1fqCnU5,ikke no å spare på,long_term,9.151515151515152
4P0Q5EfIdSPFhebNL8v7P8,Daddy's Groove,long_term,9.09090909090909
3sJQGz6WX2YIBaHsH3bRMq,Shadow,long_term,9.030303030303031
4IPnFWw8kNJ81R7qO3hq1L,Only My Honesty Matters,long_term,8.969696969696969
0UtnpKaReKUg2GquaSxCyD,Money Trees,long_term,8.90909090909091
1swmf4hFMJYRNA8Rq9PVaW,Martha My Dear - Remastered 2009,long_term,8.848484848484848
62prKsoAXdU3ZFT4eauTSb,La Oss Vandre I Lyset,long_term,8.787878787878787
7jkVT8miWBcCovrkoVpMiP,Hey!,long_term,8.727272727272727
6RZmhpvukfyeSURhf4kZ0d,Is It True,long_term,8.666666666666666
1DXD0wVXXHwUYo9AXbcMMI,Pitch the Baby,long_term,8.606060606060606
3VIMS1p3sNifH0RQnmDf7s,Jumbo,long_term,8.545454545454545
6X5zsgjDlssIkv0sVYZgx1,Tattoo,long_term,8.484848484848484
4PHoUATsLrJp0wCmokcqF2,Another Side (feat. We Are KING),long_term,8.424242424242424
2ksuEhOThAcdRYxMCKVDI6,"Jesus bleibet meine Freude, BWV 147/6 (Cantata 147, Herz und Mund und Tat und Leben)",long_term,8.363636363636363
5fLaktcUZKBkWK8pGbUn7R,Bad Feeling,long_term,8.303030303030303
3LvIlM6G5By4mllcxZ26ms,Empty Dancefloor,long_term,8.242424242424242
7BpAZ1YR30OLbrFxxnTRC3,Catch Yourself Falling,long_term,8.181818181818182
6sqhizfXUmr0o4JdSVjo2J,My Mum Was Nico's Driver,long_term,8.121212121212121
2Zw3HNjaNV42LnQ2uY5JQs,Myth,long_term,8.06060606060606
4ZFi89qsullgucLAOrrXa8,Awake,long_term,8.0
7j43FohbLVulScL7S9sQZk,Ausländer,long_term,7.9393939393939394
7hpGnN9ROMnKxO2WoWlKmY,"Turn Right, Turn Left",long_term,7.878787878787879
3evG0BIqEFMMP7lVJh1cSf,Don't Let Me Down - Remastered 2009,long_term,7.818181818181818
4PEDLBGXXttmMmN4fzTrk7,Tricycle Express,long_term,7.757575757575758
6AA4HvkXqhWF2KnFZhIibT,Somethinggreater - Gaspard Augé & Victor Le Masne Remix,long_term,7.696969696969697
0E2d7WIdazWyRhoXyq2OF6,Miami,long_term,7.636363636363637
3HHlTLBXHImxMfHtuWmZ3D,Another Side,long_term,7.575757575757576
2EFuKYBalAcplMyUVL3BDH,Maria También,long_term,7.515151515151516
0A4hDJSHcYLwqYQGUWx3w9,"Mass in B Minor, BWV 232: Agnus Dei: Agnus Dei (Alto)",long_term,7.454545454545455
4RzRXCxmChDMDnRqDT5vht,Too Late Now - Soulwax Remix,long_term,7.3939393939393945
5BTWVurlOGIVe4adHvgL3N,Who Goes There?,long_term,7.333333333333333
0U0ldCRmgCqhVvD6ksG63j,Nightcall,long_term,7.2727272727272725
68wXv4DokvcOVNvuJ7FbWp,CUT EM IN (feat. Rick Ross),long_term,7.212121212121212
5pHQZlekYdxTQExJWe1KSp,Love Me Like a Reptile,long_term,7.151515151515151
2vgUijXOTRMnWXDtvgMp2b,Take My Breath,long_term,7.090909090909091
7jTin1oHRjBJEpbDRHTzpK,"Fantasie in F Minor, D. 940",long_term,6.96969696969697
2bPGTMB5sFfFYQ2YvSmup0,Deutschland,long_term,6.909090909090909
0S8pQ5jVT4ZihFpIwkER7Q,Twee,long_term,6.848484848484849
1MZPteit5RISR1rqp6YnnW,Fixture Picture,long_term,6.787878787878787
7JR0GgImeFM684xOWbYWVu,Artifact,long_term,6.727272727272727
4sKcm9RfhgFiOJGeUjNTzF,"Das alte Jahr vergangen ist, BWV 614",long_term,6.666666666666666
0622FFHEFj3sklStGf5Lm1,slutte og byne,long_term,6.6060606060606055
1a8JpAL3vbAdXYrEABvOtb,Amerika,long_term,6.545454545454545
2SHfsvx6kgQnbWD1us8RGp,A Hero's Death - Soulwax Remix,long_term,6.484848484848484
7sVN5FA6DWPMrPU6yoreKp,Rare Air,long_term,6.424242424242424
5S0HjqOc1jeLRedP96d50o,Siren Music,long_term,6.363636363636363
0BWJNm4TrO6H3qgiCmDBjM,Toccata and Fugue in D minor,long_term,6.303030303030303
64dLd6rVqDLtkXFYrEUHIU,New Gold (feat. Tame Impala and Bootie Brown),long_term,6.242424242424242
5YSI1311X8t31PBjkBG4CZ,Wuthering Heights,long_term,6.181818181818182
3Y1dCjPeCkjBlqGIJqE449,Night Striker,long_term,6.121212121212121
4fQIB3lU4Xhhim4Yj5YMr7,Io,long_term,6.0606060606060606
6W26h4KbGUnEaav5VWIyJm,The Day Before You Came,long_term,6.0
0akzU7VdwCaGjDWZnvK1G1,I'm Not Your Dog,long_term,5.9393939393939394
2vHT9P2HMzRmlzhs9SL5wR,Welcome,long_term,5.878787878787879
4K9LbcaUblvR7ooSZKVKEL,Then Again,long_term,5.818181818181818
4hWvTpAuTWI0SjQ5TsVRzP,"The Well-Tempered Clavier, Book 1: Prelude I in C Major, BWV 846",long_term,5.757575757575758
2fJzvVoZkY4iuwK1EUwbvr,Zombie,long_term,5.696969696969697
2dkVHI7pCyRKin1g2crSBq,Zukunftsmusik - Schneider&groeneveld Remix,long_term,5.636363636363637
1bHrUhSO0HYL1bM8QeYJww,Impact - Soulwax Remix – Edit,long_term,5.575757575757575
6EV7iIhdW9VBjphqZNGSfM,Evan Finds the Third Room,long_term,5.515151515151515
6mcfZIZhkEmNkh2ezmecvb,Desire,long_term,5.454545454545454
5c30Lqd4zY3dpMK2usb9yU,Arpeggi,long_term,5.393939393939394
3dvXRk7TZ929m21p49RR5P,Mariella,long_term,5.333333333333333
39P8tov8L01Rp7LD8oczr2,What U,long_term,5.2727272727272725
2GnhkfBcDsFdG1MQILHM3j,EQUILIBRIUM,long_term,5.212121212121212
5zIJsFst05gsrUdr9ghEpG,"Gottes Zeit ist die allerbeste Zeit, Sonatina az ""Actus tragicus""-ból, BWV 106",long_term,5.151515151515151
1RJ7lCKTWeWdlhkfPYD1En,Tokyo 1994,long_term,5.090909090909091
2vDC9iyQpY3EsioJD8pRiW,Fifty-fifty Clown,long_term,5.03030303030303
58N177UE0dL8pb3hyLkELb,Somethinggreater - Gaspard Augé & Victor Le Masne Remix,long_term,4.96969696969697
6NYBfminB8VNM7n4GgcwfW,Saturday - Instrumental,long_term,4.909090909090909
7aciebfpMZffzCTSg9rLIZ,Levitation,long_term,4.848484848484849
51EMSRpNm9Rg5rGViVCczv,Andromeda,long_term,4.787878787878788
4NKvSohxaivlVYuvqbqFup,Hausgemacht,long_term,4.7272727272727275
5bu9A6uphPWg39RC3ZKeku,"Goldberg Variations, BWV 988: Aria",long_term,4.666666666666666
4oEfv4ljcIHjU6xHFYEyGT,Orca,long_term,4.6060606060606055
4hRdaL1ZSGvPJNQezb0ejL,Wuthering Heights - 2018 Remaster,long_term,4.545454545454545
5aYSlP4RN0XGJz1ieWnwcT,"Bach: Fugee, BWV 543",long_term,4.484848484848484
5ozqshq2dtU7SYCpCBu0NE,One More Year,long_term,4.424242424242424
67WxAn7LZ9LXrLZzAAlkZO,"Three Little Fugues from Klavierbüchlein für Wilhelm Bach: Fughetta in C Minor, BWV 961",long_term,4.363636363636363
4mExZER1NmVLhNy9aPmdUS,Time To Dance - Sebastian Remix,long_term,4.303030303030303
2OqtZbITDWCFUHAT9fmdin,Choses nouvelles,long_term,4.242424242424242
6EPRKhUOdiFSQwGBRBbvsZ,Ace of Spades,long_term,4.181818181818182
4Jj8pWRyVjh0KIJLrcreRa,Here We Go Jack,long_term,4.121212121212121
3v9g8iM3v5irWQHqFWaDSo,Cómo Te Quiero,long_term,4.0606060606060606
2tObQO8pxckNOezskTjWVK,"Concerto in D Minor, BWV 974: II. Adagio",long_term,4.0
